id,click,hour,C1,banner_pos,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21,id_int,site_id_int,site_domain_int,site_category_int,app_id_int,app_domain_int,app_category_int,device_id_int,device_ip_int,device_model_int
2825,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,-7.06446E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-7.72916E+18,-4.11852E+18
2826,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,100084,79,-5.99045E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-3.45519E+14,-7.01441E+18
2827,1,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-8.34289E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-5.1095E+18,7.56804E+18
2828,0,14102100,1005,1,1,0,17614,320,50,1993,2,1063,-1,33,3.62218E+18,5.19199E+17,-8.24504E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-5.70565E+18,-2.17032E+18
2829,1,14102100,1005,0,1,0,15699,320,50,1722,0,35,100084,79,-5.79943E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-9.11875E+18,2.13329E+18
2830,1,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,8.27224E+18,1.68335E+18,-6.80248E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,5.31515E+18,7.50165E+18
2831,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,5.19677E+18,1.68335E+18,-6.80248E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,7.89444E+18,-3.20322E+18
2832,1,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,-5.23554E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-5.76799E+18,-6.15282E+18
2833,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,100084,79,5.02466E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,6.97026E+18,-2.81651E+18
2834,1,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,5.91511E+18,3.93514E+18,8.82193E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,8.53829E+17,4.3601E+18
2835,1,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,3.07514E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-1.07981E+18,7.11964E+18
2836,0,14102100,1005,1,1,0,17614,320,50,1993,2,1063,-1,33,4.41213E+18,5.19199E+17,-8.24504E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,6.56317E+18,5.46442E+18
2837,0,14102100,1005,0,1,2,17653,300,250,1994,2,39,-1,33,-4.21181E+18,-3.0289E+18,-4.78816E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-1.01121E+17,2.52057E+18
2838,1,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-2.55337E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-7.93375E+18,5.46442E+18
2839,0,14102100,1005,1,1,0,15701,320,50,1722,0,35,-1,79,8.73355E+18,5.19199E+17,-8.24504E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,4.32503E+18,-6.35162E+18
2840,0,14102100,1005,1,1,0,15703,320,50,1722,0,35,-1,79,2.66804E+18,-6.41976E+17,-8.2006E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-1.85644E+18,-6.35162E+18
2841,1,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,-3.80683E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,6.82198E+18,-6.35162E+18
2842,1,14102100,1005,0,1,0,15707,320,50,1722,0,35,100084,79,4.73795E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,8.33816E+18,8.428E+18
2843,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-8.23732E+18,-4.55294E+18,-7.4774E+18,3.50787E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-4.03512E+18,-4.06559E+18
2844,1,14102100,1005,0,1,0,15703,320,50,1722,0,35,100083,79,-7.55208E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-8.72403E+18,3.55326E+18
2845,1,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,7.34779E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,2.75772E+18,-1.48904E+18
2846,0,14102100,1005,0,1,0,15005,320,50,1637,0,161,100046,91,-7.14541E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-2.4838E+18,-5.0028E+17,4.84492E+18,-3.51805E+18,6.65038E+18,-1.73373E+18
2847,1,14102100,1005,0,1,0,15005,320,50,1637,0,161,100046,91,-6.20248E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-6.46638E+18,-6.32762E+18,4.84492E+18,-3.51805E+18,-2.72201E+18,5.54269E+18
2848,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,7.99251E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-5.80368E+17,-7.64013E+18
2849,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,4.54801E+17,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,5.04607E+18,7.56804E+18
2850,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,100210,157,1.63659E+18,-3.3124E+18,-3.56818E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,5.28877E+18,8.22451E+18
2851,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,7.37534E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-1.89769E+16,8.74672E+18
2852,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,6.20052E+18,-3.3124E+18,-3.56818E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-7.05908E+18,6.58656E+18
2853,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,100084,79,7.61423E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,8.34859E+18,8.5977E+18
2854,1,14102100,1005,0,1,2,15701,320,50,1722,0,35,100084,79,1.8746E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,3.79073E+18,-7.21547E+18
2855,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,100084,79,-6.48176E+16,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-5.54286E+18,4.3601E+18
2856,1,14102100,1005,1,1,0,20596,320,50,2161,0,35,-1,157,7.27701E+17,-6.98922E+18,-2.17015E+18,-7.03855E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-7.89657E+18,-2.33136E+18
2857,1,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,-5.79106E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,7.38427E+18,-2.33136E+18
2858,0,14102100,1005,0,1,2,18993,320,50,2161,0,35,100034,157,8.36969E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-9.07506E+18,-4.52592E+18,-4.84056E+18,-3.51805E+18,-3.51711E+18,5.62067E+18
2859,1,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,6.95776E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,5.92644E+18,-2.81651E+18
2860,0,14102100,1002,0,0,0,17914,320,50,2043,2,39,-1,32,-4.05323E+18,-7.61245E+17,3.53649E+17,-2.41439E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-1.96498E+18,-4.0333E+18,4.45767E+18
2861,1,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,7.14897E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,4.32503E+18,-6.35162E+18
2862,1,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,2.4785E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-5.01275E+18,8.89239E+18
2863,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,-4.71174E+18,5.92553E+18,2.40322E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,1.69935E+18,3.61784E+18
2864,0,14102100,1005,0,1,0,19743,320,50,2264,3,427,100000,61,1.47493E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-2.4838E+18,-5.0028E+17,4.84492E+18,-3.51805E+18,-2.3317E+17,-6.04684E+18
2865,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,-1.18217E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,5.38793E+18,-6.1781E+18
2866,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-4.90555E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-8.08419E+18,-6.35162E+18
2867,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,4.34004E+17,1.68335E+18,-6.80248E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-2.28446E+18,-3.20322E+18
2868,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-6.95918E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-2.4838E+18,-5.0028E+17,4.84492E+18,-3.51805E+18,6.79947E+18,4.97634E+17
2869,0,14102100,1005,0,1,0,4687,320,50,423,2,39,100148,32,2.81053E+18,8.62995E+18,1.11604E+17,-2.41439E+18,7.25044E+18,3.04303E+18,4.84492E+18,-3.51805E+18,2.39649E+18,3.60427E+18
2870,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,-7.8266E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,1.77072E+18,-3.20322E+18
2871,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,-2.61512E+18,1.68335E+18,-6.80248E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,4.94192E+18,-3.20322E+18
2872,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,6.47537E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-6.79777E+18,-3.20322E+18
2873,1,14102100,1005,0,1,0,20596,320,50,2161,0,35,100106,157,2.46922E+18,5.19199E+17,-8.24504E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-4.70204E+18,-3.04505E+18
2874,0,14102100,1005,1,1,0,16920,320,50,1899,0,431,100081,117,-3.3616E+18,2.58037E+18,2.13902E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-1.48796E+17,-6.35162E+18
2875,1,14102100,1005,0,1,0,19743,320,50,2264,3,427,100000,61,6.13322E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-2.4838E+18,-5.0028E+17,4.84492E+18,-3.51805E+18,4.99144E+18,-6.04684E+18
2876,1,14102100,1005,0,1,0,15699,320,50,1722,0,35,100083,79,-8.70986E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,7.59932E+17,4.73945E+18
2877,0,14102100,1005,1,1,2,18993,320,50,2161,0,35,-1,157,2.55797E+18,-7.54897E+18,-8.48885E+17,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-9.09155E+18,-3.32454E+18
2878,1,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,8.63851E+18,-3.3124E+18,-3.56818E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,8.01814E+18,-2.15982E+17
2879,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-5.75976E+17,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-3.56123E+18,8.5977E+18
2880,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,-1.53421E+18,1.68335E+18,-6.80248E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-7.98326E+18,8.6847E+18
2881,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,100084,79,-2.3727E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-5.9254E+18,-3.20322E+18
2882,0,14102100,1005,0,1,2,15701,320,50,1722,0,35,-1,79,-3.55464E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,4.83163E+18,8.99227E+18
2883,0,14102100,1005,1,1,0,18993,320,50,2161,0,35,-1,157,-9.85132E+17,-6.88636E+18,4.24086E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,7.53822E+18,3.55326E+18
2884,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,4.12343E+18,5.64833E+18,7.42146E+18,8.85715E+17,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,3.30604E+18,-1.54918E+18
2885,1,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,5.72485E+18,1.68335E+18,-6.80248E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-3.23578E+18,-4.305E+18
2886,0,14102100,1005,0,1,2,18993,320,50,2161,0,35,100034,157,6.03738E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-7.44752E+18,-6.32762E+18,4.84492E+18,-2.69723E+18,-8.67543E+18,-3.58251E+18
2887,1,14102100,1005,0,1,0,15701,320,50,1722,0,35,100084,79,3.62251E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,6.19597E+18,-6.35162E+18
2888,1,14102100,1005,0,1,0,15706,320,50,1722,0,35,100084,79,-2.93278E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,4.46203E+18,-6.35162E+18
2889,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,100084,79,1.10083E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-9.0791E+18,3.61932E+18
2890,1,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,7.47812E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,6.56317E+18,-3.04505E+18
2891,0,14102100,1005,1,1,0,20596,320,50,2161,0,35,-1,157,5.25164E+18,-6.98922E+18,-2.17015E+18,-7.03855E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,6.33179E+18,7.56273E+18
2892,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,100084,79,-1.90097E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-1.2008E+18,-6.70629E+18
2893,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,9.07578E+18,-3.50419E+18,2.31096E+17,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-9.05777E+18,9.1974E+18
2894,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,100084,79,-7.77402E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-8.53603E+18,7.56804E+18
2895,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,2.77603E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-1.34838E+18,2.82282E+17
2896,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,5.38667E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,7.3113E+18,1.97655E+18
2897,0,14102100,1005,1,1,2,21399,320,50,1401,0,43,100101,94,-4.90083E+18,-1.86703E+18,-2.37698E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,7.4031E+18,-3.32454E+18
2898,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,100084,79,3.53241E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-1.0793E+18,6.14007E+18
2899,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,100084,79,-6.49901E+17,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-3.24576E+18,1.97655E+18
2900,1,14102100,1005,1,1,0,16920,320,50,1899,0,431,-1,117,-8.76339E+18,2.58037E+18,2.13902E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,5.09999E+17,-7.92136E+18
2901,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-9.13585E+17,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-8.3861E+18,-1.48904E+18
2902,1,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-6.38358E+18,1.8635E+18,-6.28717E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-2.07709E+18,2.82282E+17
2903,1,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,5.87154E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-1.60423E+17,8.5977E+18
2904,0,14102100,1005,1,1,2,20596,320,50,2161,0,35,-1,157,6.20291E+18,-1.86703E+18,-2.37698E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,1.05845E+18,-3.32454E+18
2905,1,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,2.92985E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-5.01945E+18,1.33654E+17,4.84492E+18,-3.51805E+18,-5.68112E+18,-5.90984E+18
2906,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,8.65165E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-9.07506E+18,-4.52592E+18,-4.84056E+18,-3.51805E+18,5.36834E+17,2.51172E+18
2907,0,14102100,1005,1,1,0,17753,320,50,1993,2,1063,-1,33,1.56882E+18,5.19199E+17,-8.24504E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,3.30568E+18,7.51056E+18
2908,1,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,-4.45753E+18,1.68335E+18,-6.80248E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-7.67671E+17,3.28284E+17
2909,0,14102100,1005,0,1,0,17239,320,50,1973,3,39,-1,23,4.60823E+18,7.16414E+18,1.22251E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-8.87418E+18,3.55326E+18
2910,1,14102100,1005,0,1,0,9438,320,50,898,3,427,100003,61,3.52702E+17,3.33069E+18,3.14411E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,5.41815E+18,-7.86806E+18
2911,0,14102100,1005,0,1,0,19016,300,250,2162,2,39,100077,33,-6.60456E+18,-6.0065E+18,-4.78816E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-6.81064E+18,1.55748E+18
2912,1,14102100,1005,0,1,0,20345,300,250,2331,2,39,100086,23,5.38497E+18,-3.0289E+18,-4.78816E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-5.07204E+18,5.87843E+18
2913,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,5.39779E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,3.83623E+18,-1.48904E+18
2914,1,14102100,1005,1,1,0,15701,320,50,1722,0,35,-1,79,-7.47259E+18,-6.41976E+17,-8.2006E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-1.40451E+18,8.428E+18
2915,1,14102100,1005,0,1,0,15705,320,50,1722,0,35,100084,79,-6.63542E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,9.01712E+18,-2.7221E+18
2916,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-9.20724E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,7.19989E+18,7.395E+17
2917,1,14102100,1005,0,1,0,15701,320,50,1722,0,35,100083,79,5.83739E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-3.21266E+18,-6.35162E+18
2918,0,14102100,1005,0,1,2,20596,320,50,2161,0,35,-1,157,-4.36265E+18,8.62995E+18,1.11604E+17,-2.41439E+18,4.16972E+18,-6.17971E+18,4.84492E+18,-3.51805E+18,-3.17796E+18,2.26853E+18
2919,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-5.4188E+17,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-5.29784E+17,-6.04672E+18
2920,0,14102100,1005,0,1,0,9438,320,50,898,3,427,100003,61,-6.23154E+18,1.48011E+18,-1.41872E+18,-8.95971E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-5.75135E+18,-3.20322E+18
2921,0,14102100,1005,1,1,0,20596,320,50,2161,0,35,-1,157,4.18396E+18,7.1381E+18,-7.32508E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,8.71929E+18,1.99519E+18
2922,0,14102100,1005,1,1,0,17037,320,50,1934,2,39,-1,16,-1.51011E+18,-5.00298E+18,-2.20517E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-6.18481E+18,-7.64013E+18
2923,0,14102100,1005,1,1,2,20596,320,50,2161,0,35,-1,157,8.48681E+18,-4.96125E+18,7.15273E+18,-7.47069E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-2.51016E+16,-3.32454E+18
2924,0,14102100,1005,1,1,0,20596,320,50,2161,0,35,100130,157,1.01407E+18,-6.75178E+18,6.23646E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-2.94855E+18,3.61784E+18
2925,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,-7.88366E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-6.91305E+18,-3.20322E+18
2926,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,-5.43733E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,5.64356E+18,7.56804E+18
2927,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-8.8113E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-5.1095E+18,-6.35162E+18
2928,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-2.7372E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-2.4838E+18,-5.0028E+17,4.84492E+18,-3.51805E+18,4.64768E+18,-1.73373E+18
2929,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,6.38304E+18,1.8635E+18,-6.28717E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,3.53463E+18,7.50165E+18
2930,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,-1.39646E+18,1.68335E+18,-6.80248E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-5.82641E+18,7.50165E+18
2931,1,14102100,1005,0,1,0,20634,320,50,2374,3,39,100119,23,-7.41994E+18,4.81197E+18,-6.46583E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,6.8744E+18,-7.31928E+18
2932,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,7.11323E+18,1.68335E+18,-6.80248E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,5.23486E+18,3.44983E+17
2933,0,14102100,1005,0,1,0,20634,320,50,2374,3,39,-1,23,8.34403E+18,8.62995E+18,1.11604E+17,-2.41439E+18,7.25044E+18,3.04303E+18,4.84492E+18,-7.38417E+18,4.68415E+18,8.62705E+18
2934,0,14102100,1005,1,1,2,20596,320,50,2161,0,35,-1,157,-6.08161E+18,-7.54897E+18,-8.48885E+17,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,4.0674E+18,-3.32454E+18
2935,1,14102100,1005,1,1,2,15701,320,50,1722,0,35,-1,79,-1.93412E+18,-9.02659E+18,-6.92116E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-5.90735E+18,-7.21547E+18
2936,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,1.64032E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-9.03751E+18,9.1974E+18
